source,translation,reference,bleu,rouge1_f,rouge2_f,rougeL_f,meteor
- Hắn có nói gì không?,- Did he say anything?,- What'd he have to say?,9.71654721818804,0.4,0.0,0.4,0.25641025641025644
"Vâng, thưa ông chủ tọa.","Yes, Mr. Chairman.","Yes, Mr. President.",53.7284965911771,0.6666666666666666,0.5,0.6666666666666666,0.7500000000000001
Thế này thì sao?,How about this?,How about this?,100.00000000000004,1.0,1.0,1.0,0.9921875
Tớ sẽ tốt hơn giờ.,I'll be better than right now.,I would be okay with that.,7.809849842300641,0.30769230769230765,0.0,0.30769230769230765,0.2112676056338028
Sao anh không nói cái này trước?,Why didn't you say this first?,Why wouldn't you start with that?,8.643019616048525,0.42857142857142855,0.16666666666666666,0.42857142857142855,0.46499999999999997
là ích kỷ lắm,It's selfish.,"And that's just, that's just, , selfish!",2.6682865255867765,0.36363636363636365,0.0,0.36363636363636365,0.08928571428571427
- Tôi không cần.,- I don't need it.,- I do not.,17.965205598154213,0.25,0.0,0.25,0.7211538461538461
Tôi biết bà cũng thấy vậy.,I know you feel the same way.,"I know you see it, too.",22.089591134157878,0.4615384615384615,0.3636363636363636,0.4615384615384615,0.46875
Tôi tìm thấy chúng trong tủ nên nghĩ là không nên bỏ phí.,"I found them in the closet, so I thought I shouldn't waste them.","I found these tied to a lamppost and I thought waste not, want not.",7.997800623453542,0.35714285714285715,0.15384615384615385,0.35714285714285715,0.21875
"Có phương thuốc trị liệu đó, John","There's a cure, John.","There are over-the-counter remedies for that, John.",18.325568129983203,0.2857142857142857,0.0,0.2857142857142857,0.42613636363636365
- Tôi không sai.,- I'm not wrong.,- I'm not.,42.7287006396234,0.8571428571428571,0.8,0.8571428571428571,0.9490196078431373
Và tên Tauren này giờ đâu rồi?,And where is this Tauren now?,And where is this Tauren now?,100.00000000000004,1.0,1.0,1.0,0.9985422740524781
"Cơ hội cuối cùng đó, nhóc.","Last chance, kid.","Last chance, kid.",100.00000000000004,1.0,1.0,1.0,0.996
Vào lớp mới.,Let's go to the next class.,- To the next step.,14.535768424205482,0.5454545454545454,0.4444444444444444,0.5454545454545454,0.6048387096774195
Tiến!,Forward!,Advance!,49.99999999999999,0.0,0.0,0.0,0.25
Liên Minh à?,The League?,The League?,100.00000000000004,1.0,1.0,1.0,0.9814814814814815
Một thứ huyền bí...thời gian.,Some kind of mystery... time.,"Mysterious thing, time.",9.535414040914189,0.5,0.0,0.5,0.49145299145299143
Tất nhiên rồi.,Of course.,Of course.,100.00000000000004,1.0,1.0,1.0,0.9814814814814815
Cô ta chỉ có thể giết ông ấy chứ không thể giết tâm hồn ông ấy được.,"She can only kill him, not kill his soul.","She only killed a man, not what he believed in.",8.606119900909883,0.4210526315789474,0.11764705882352941,0.4210526315789474,0.35830999066293184
Chúng ta cần tấn công chúng ngay.,We need to attack them now.,The power core's out.,6.567274736060395,0.0,0.0,0.0,0.0819672131147541
Bạn nào?,What friend?,What friends?,34.66806371753173,1.0,1.0,1.0,0.9814814814814815
Cậu vẫn chưa nói chuyện với tớ.,You haven't talked to me yet.,You won't talk to me.,15.619699684601283,0.7692307692307692,0.5454545454545454,0.7692307692307692,0.7922535211267605
Tên cô ấy là gì?,What's her name?,What's her name?,100.00000000000004,1.0,1.0,1.0,0.996
♪ Và chúng tôi đều đồng ý ♪,♪ And we all agreed ♪,And so say all of,9.652434877402245,0.4444444444444445,0.0,0.4444444444444445,0.19607843137254904
- Ta cần cô.,- I need you.,- I need you.,100.00000000000004,1.0,1.0,1.0,0.996
Cũng suy ra được vậy.,That's what it means.,Figured as much.,10.682175159905853,0.0,0.0,0.0,0.11904761904761905
- Không. Cám ơn anh. - Đi mà mẹ.,"- No, thank you.","No, thank you very much.",45.48019047027906,0.7499999999999999,0.6666666666666666,0.7499999999999999,0.7014492753623188
Cô ta là một trong số chúng.,She's one of them.,She's one of 'em.,42.7287006396234,0.8000000000000002,0.75,0.8000000000000002,0.8066666666666668
"Ngồi xuống, hít thở đi.","Sit down, breathe.",Sit down. Get some air.,15.84873897212071,0.5,0.3333333333333333,0.5,0.3758169934640523
"Nó sẽ thay đổi, nhưng có lẽ đó không phải là một điều xấu.","It'll change, but maybe it's not a bad thing.","It will, but maybe that's not such a bad thing.",32.03558799120807,0.7272727272727273,0.4000000000000001,0.7272727272727273,0.7446153846153847
Anh muốn gì ở tôi?,What do you want from me?,What do you want from me?,100.00000000000004,1.0,1.0,1.0,0.9985422740524781
"Có thể uh. Có thể nói cho tôi biết làm sao vào được đó không, rồi qua cái ống nữa?","Can you tell me how to get in there, then through the tube?",Could you tell me how to get there?,34.79159475128446,0.6666666666666667,0.5263157894736842,0.6666666666666667,0.8113606770833333
Gọi 2 nhân viên chuyển nhà và xe tải hộ tôi trong đêm nay.,Call two movers and my truck tonight.,Order two movers and a moving van for tonight.,20.130954856436926,0.5,0.28571428571428575,0.5,0.49387755102040815
- Hay hơn cả Mephistopheles,- Better than Mephiles.,Better than Mephistopheles?,21.3643503198117,0.6666666666666666,0.5,0.6666666666666666,0.45731707317073167
"No, không phải.","No, it's not.","No, it's not.",100.00000000000004,1.0,1.0,1.0,0.9976851851851852
Vậy nên giờ anh có tra biển số xe hay không nè?,So do you check the license plate now or not?,So can you run the plate or not?,17.242221289766626,0.6666666666666665,0.125,0.6666666666666665,0.6222271517302573
Im đê!,Shut up!,Shut up!,100.00000000000004,1.0,1.0,1.0,0.9814814814814815
Giúp đỡ bố ư?,Help me?,Help?,34.66806371753173,0.6666666666666666,0.0,0.6666666666666666,0.4761904761904762
Lúc đó hắn ra ngoài chăn bò.,He was out tending cows.,He was out tending his cattle.,45.48019047027906,0.7272727272727272,0.6666666666666665,0.7272727272727272,0.7014492753623188
"Tránh xa tớ ra, tớ nói ko!","Get away from me, I said no!",- Get away from me. I said no.,38.62752974508186,1.0,1.0,1.0,0.6988249845392702
Rồi.,Okay.,There.,49.99999999999999,0.0,0.0,0.0,0.25
Chỉ là cô không đúng lúc và không đúng chỗ thôi.,You're just in the wrong place at the wrong time.,It's just a matter of time and place not meeting in your favor.,4.266505035892886,0.32,0.0,0.16,0.17006802721088438
Hẳn là đau lắm.,It must have hurt.,That must have hurt.,66.87403049764218,0.75,0.6666666666666666,0.75,0.7937500000000002
- Chúng tôi ở đây để giúp đỡ.,- We're here to help.,- We are here to help.,45.48019047027906,0.8000000000000002,0.5,0.8000000000000002,0.8412698412698414
Ai ở đó với anh ta?,Who's there with him?,Who's with him?,42.7287006396234,0.888888888888889,0.5714285714285715,0.888888888888889,0.9490196078431373
Nhưng thẻ này không còn hoạt động.,But this card no longer works.,But this card doesn't seem to work.,22.772101321113862,0.5714285714285715,0.3333333333333333,0.5714285714285715,0.5499999999999999
- Đình chiến!,- Truce!,- Truce?,55.03212081491043,1.0,0.0,1.0,0.625
Các cô muốn biết món đặc biệt của chúng tôi hôm nay không?,You want to know our specials today?,Would you like to hear about our specials?,11.59119922599073,0.5333333333333333,0.15384615384615383,0.5333333333333333,0.4179775280898876
Chụp cộng hưởng từ.,Get an M.R.I.,Get an MRI.,12.223075560872525,0.5,0.3333333333333333,0.5,0.6388888888888888
Sao không ai tin tôi.,Why doesn't anyone believe me?,Why will nobody believe me?,32.46679154750989,0.5454545454545454,0.22222222222222224,0.5454545454545454,0.6147540983606558
Để tôi suy nghĩ.,Let me think.,Lemme... lemme think.,15.090767577522726,0.3333333333333333,0.0,0.3333333333333333,0.439469320066335
Tôi không thể tắt và bật nó như 1 vòi nước được. Thế nào?,I can't turn it off and turn it on like a tap.,I can't just turn it on and off like a tap.,32.774568052975916,0.8799999999999999,0.5217391304347826,0.7199999999999999,0.8828986429177269
Liên lạc radio với Granderson đi.,Get on the radio with Granderson.,Get Granderson on the radio.,29.071536848410968,0.9090909090909091,0.4444444444444445,0.7272727272727272,0.8378870673952642
Ý cậu là Sara Matthews?,You mean Sara Matthews?,You mean Sara Matthews?,100.00000000000004,1.0,1.0,1.0,0.996
"Nè, cô đúng là người dễ tự ái.","Hey, you're such a touchy person.",ain't you the feisty one.,5.522397783539471,0.15384615384615383,0.0,0.15384615384615383,0.1388888888888889
Aldo.,Aldo.,Aldo.,100.00000000000004,1.0,0.0,1.0,0.9375
Dì làm việc cho một công ty rạp phim lưu động.,She works for a traveling theater company.,She was in a traveling theater company.,54.10822690539397,0.7142857142857143,0.5,0.7142857142857143,0.7361111111111112
Ông không đáng,You don't deserve it.,You don't.,23.643540225079395,0.7499999999999999,0.6666666666666666,0.7499999999999999,0.8928571428571429
"Hiện giờ, Balem sở hữu trái đất, nhưng...","Now, Balem owns the earth, but...","Right now, Balem owns the title to earth, but...",53.41952993984788,0.8,0.6153846153846154,0.8,0.7650100242692836
Con không nghĩ vậy.,I don't think so.,I don't think so.,100.00000000000004,1.0,1.0,1.0,0.9976851851851852
Jacobs vừa buộc tôi giết 12 con tinh tinh.,Jacobs just forced me to kill 12 chimpanzees.,Jacobs made me put down the other 12.,6.742555929751843,0.375,0.0,0.375,0.2777777777777778
Thế nên tôi cứ nghĩ mãi hắn làm gì ở trạm xăng đó.,So I kept thinking about what he was doing at that gas station.,That's why I keep thinking about all that time that he spent in that gas station in Yemen.,10.459930757536089,0.4375,0.2,0.4375,0.4435535191548937
Merlin có thể làm mọi thứ cho mọi người.,Merlin can do anything for everyone.,Merlin would do anything for anyone.,27.77619034011791,0.6666666666666666,0.4000000000000001,0.6666666666666666,0.6371428571428571
Tốt lắm.,That's good.,Very well.,27.516060407455225,0.0,0.0,0.0,0.6048387096774195
Cậu có thể xoay xở được không?,Can you manage?,Think you can swing it?,11.521590992286539,0.5,0.0,0.25,0.2586206896551724
Ai đó giỏi hơn anh ta.,Someone better than him.,Somebody that had better skills than he had.,6.316906128202129,0.3333333333333333,0.0,0.3333333333333333,0.17441860465116277
Vậy là con được nuôi thú to hơn phải không mẹ?,"So I'm getting a bigger pet, aren't I?","Yeah, so I can get bigger pets here, right, Mom?",3.9778149665594618,0.5,0.2222222222222222,0.5,0.3475303164744159
Thật tuyệt!,That's great!,This is great!,39.43223765116288,0.3333333333333333,0.0,0.3333333333333333,0.46875
Cháu sẽ qua mà,I'll pass.,You 're gonna make lt,0.0,0.0,0.0,0.0,0.0
Nói với tôi!,Talk to me!,He was talkin' to me!,36.06452879987789,0.5,0.3333333333333333,0.5,0.439469320066335
- Khoảng 5 phút nữa tôi về tới.,- I'll be back in about five minutes.,- I'm about five minutes out.,20.164945583740657,0.5714285714285715,0.3333333333333333,0.5714285714285715,0.6859756097560975
- Trong - ngoài;,- Inside - Out;,In and out.,0.0,0.4,0.0,0.4,0.12195121951219512
Anh chắc chứ?,Are you sure?,You're sure?,31.947155212313625,0.6666666666666666,0.0,0.6666666666666666,0.6388888888888888
Rặn đi!,Push!,Push!,100.00000000000004,1.0,0.0,1.0,0.9375
Đừng ăn thịt tôi!,Don't eat me!,Don't eat me!,100.00000000000004,1.0,1.0,1.0,0.996
Tới giờ ăn tối rồi.,It's time for dinner.,It's time to serve dinner.,24.736929544091932,0.7272727272727272,0.4444444444444445,0.7272727272727272,0.7014492753623188
Hay bắn tôi?,Or shoot me?,Or shoot me?,100.00000000000004,1.0,1.0,1.0,0.9921875
"Kêu Feisal tìm thuyền, thuyền nào cũng được, và đưa quân đội Á Rập tới Aqaba này, nhanh lên.","Tell Feisal to find the boat, any ship, and bring the Arab army to Aqaba, quickly.","Tell Feisal to find boats, any boats, and bring the Arab army here to Aqaba, quickly.",56.600498033020344,0.875,0.6666666666666666,0.875,0.890354938271605
- Đúng rồi.,- That's right.,That's right.,59.460355750136046,1.0,1.0,1.0,0.9679878048780488
Đây là lệnh xử tử.,This is a death warrant.,This is a death warrant.,100.00000000000004,1.0,1.0,1.0,0.9976851851851852
Anh không để con thức khuya xem TV chứ? Đúng không?,"You didn't let her stay up late watching TV, did you?",You didn't let her stay up all night watching TV... did you?,41.81117364345026,0.8799999999999999,0.7826086956521738,0.8799999999999999,0.7990771812080538
Just some sick fuck.,Just somebody fuck.,Just some sick fuck.,27.534765745159184,0.5714285714285715,0.0,0.5714285714285715,0.5215419501133786
Take your protein pills And put your helmet on,Take your protein pills and put your bones on,Take your protein pills And put your helmet on,36.88939732334405,0.8888888888888888,0.75,0.8888888888888888,0.8819444444444444
Đức...,Germany...,Monseisei...,59.460355750136046,0.0,0.0,0.0,0.25
Mày là thằng chó phương nào?,Who the fuck are you?,And who the fuck are you?,64.31870218238025,0.9090909090909091,0.888888888888889,0.9090909090909091,0.8675523349436391
Khi chúng ta tới nhà của mẹ chúng ta sẽ cho Carroll quay lại đây với vài con ngựa mới.,"When we get to Mom's house, we'll send Carroll back here with some new horses.","When we reach Ma's house, I'll send Carroll back with a fresh mount.",13.32358437599213,0.5625,0.3333333333333333,0.5625,0.6968143663134718
Có chắc là kẻ phụ trách hai người không muốn hai người chết trong vụ sập hầm mỏ không?,Are you sure that whoever was in charge of you two didn't want you killed in the mine collapse?,You sure whoever's in charge of you guys doesn't want you to die in a mine collapse?,20.313747122261766,0.6666666666666667,0.37837837837837834,0.6666666666666667,0.6691034622804346
"Được rồi, tôi sẽ giúp.","All right, I'll help you.","Well, I'll help hang.",26.269098944241588,0.5454545454545454,0.4444444444444445,0.5454545454545454,0.6816901408450705
Hãy bảo trọng và nhớ cẩn thận. Được.,Take care and be careful.,- Take care of yourself and be careful.,36.65113625996641,0.8333333333333333,0.6,0.8333333333333333,0.6768837803320561
"Bán đảo Somali, Kenya, Nairobi.","Somalia Peninsula, Kenya, Nairobi.","Horn of Africa, Somalia, Kenya, Nairobi.",41.91742490576712,0.6,0.25,0.6,0.6071019473081329
- Nếu tôi làm tôi đã nhớ.,"- If I do, I remember.",- I think I'd know.,7.267884212102741,0.4000000000000001,0.0,0.4000000000000001,0.28169014084507044
Ta biết rồi.,I know.,I see.,34.66806371753173,0.5,0.0,0.5,0.3333333333333333
Đó là lần đầu tôi không giỏi về một thứ.,That was the first time I wasn't good at something.,It was the first time I wasn't good at something.,89.31539818068698,0.9090909090909091,0.9,0.9090909090909091,0.9163223140495868
Lãnh chúa của Winterfell.,Lord of Winterfell.,Lord of Winterfell.,100.00000000000004,1.0,1.0,1.0,0.9921875
Em đã yêu ai khác?,Who else did you fall in love with?,Are you in love with somebody else?,21.10534063187263,0.6666666666666666,0.30769230769230765,0.5333333333333333,0.6310013717421126
"Mở cửa ra nào, Hunter.","Open the door, Hunter.","- Open the door, Hunter.",84.64817248906144,1.0,1.0,1.0,0.8675523349436391
- Con không đói.,- I'm not hungry.,I'm not hungry.,66.87403049764218,1.0,1.0,1.0,0.9764705882352942
Myron Forest.,Myron Forest.,Myron Forest.,100.00000000000004,1.0,1.0,1.0,0.9814814814814815
Em là người thân duy nhất của chị.,You're my only family.,You are my only family.,54.75182535069452,0.8000000000000002,0.5,0.8000000000000002,0.8066666666666668
Ta đảm bảo điều đó.,I guarantee it.,I will make certain of it.,16.70067963244422,0.4444444444444444,0.0,0.4444444444444444,0.3814262023217247
Này.,Hey.,"Hey, you.",26.013004751144457,0.6666666666666666,0.0,0.6666666666666666,0.2631578947368421
Để tôi giúp cô.,Let me help you.,- Let me help you up.,47.39878501170795,0.888888888888889,0.8571428571428571,0.888888888888889,0.711764705882353
"Cái gì, tiền?","What, money?","What, money?",100.00000000000004,1.0,1.0,1.0,0.9921875
"Bản quyền 2005, Gary Cramblitt < garycramblitt\ @ comcast\. net >","Copyright 2005, Gary Cramblittt@comcast. net >","Copyright 2005, Gary Cramblitt & lt; garycramblitt@comcast. netgt;",25.466654589274857,0.5714285714285715,0.3333333333333333,0.5714285714285715,0.508703481392557
Có lẽ cô nên dẫn tôi đi mua sắm.,Maybe you should take me shopping.,Maybe you could take me shopping.,48.892302243490086,0.8333333333333334,0.6,0.8333333333333334,0.8412698412698414
"Cẩn thận vào, cùi bắp.","Be careful, asshole.","Watch it, punk.",12.70331870386537,0.0,0.0,0.0,0.20000000000000004
Godfrey đã đến Nottingham.,Godfrey's on his way to Nottingham.,Godfrey makes for Nottingham.,13.134549472120794,0.36363636363636365,0.0,0.36363636363636365,0.48218029350104813
Bạn đã diễn tả bên trên bằng ngôn ngữ nào?,In what language did you describe the above?,In which language did you describe the above?,75.06238537503395,0.875,0.7142857142857143,0.875,0.8819444444444444
Vanessa.,Vanessa.,Vanessa.,100.00000000000004,1.0,0.0,1.0,0.9375
Quên chuyện đó đi.,Forget it.,Forget it.,100.00000000000004,1.0,1.0,1.0,0.9814814814814815
Chúng tôi luôn muốn đến lâu đài này.,We've always wanted to come to this castle.,We've always wanted to visit this chateau.,33.03164318013807,0.7058823529411765,0.5333333333333333,0.7058823529411765,0.6974657995066158
Cô nhìn thấy những vết thâm này chứ?,You see these bruises?,You see these bruises?,100.00000000000004,1.0,1.0,1.0,0.996
"Trong cuộc chiến , bạn luôn phải trả giá.","In war, you always pay.","With war, you always pay the price.",48.35447404743731,0.6666666666666666,0.6,0.6666666666666666,0.6691919191919192
Em chưa từng thấy ai như anh thích bowling.,I've never seen anyone like you bowling.,I never would've pegged you as someone who likes to bowl.,4.408194605881708,0.6,0.0,0.4,0.3806284418529316
Khu chăm sóc trẻ sơ sinh đã quá tải rồi (NICUNeonatal intensive care unit) vậy nên chúng tôi đưa bé đến 1 phòng riêng.,"The baby care facility is already overloaded, so we're taking her to a private room.","The NICU is, is overcrowded so I've got her in a private room.",17.53482315662309,0.4666666666666667,0.14285714285714288,0.4666666666666667,0.4732510288065844
Quả là một ngày tuyệt vời để nhận tước Hiệp sĩ!,What a wonderful day to receive the knighthood!,What a Wonderful day to become a knight.,13.485111859503684,0.625,0.5714285714285714,0.625,0.4955555555555556
Chuyện đó ắt buộc phải xảy ra.,That must have happened.,It was bound to happen.,8.745825313180632,0.22222222222222224,0.0,0.22222222222222224,0.3177966101694915
"Ông biết đấy, tôi thích môn Lịch sử. Có lẽ sau khi xong việc, tôi với ông cùng nhau ghé cửa hàng bán đồ lưu niệm, nhưng bây giờ, tôi... tôi chỉ muốn tìm mấy quả tên lửa.","You know, I like history, maybe after work, you and I stopped by the gift shop together, but right now, I... I just wanted to find some rockets.","You know, I like history, too... and maybe when this is over, you and I can stop by the souvenir shop together... but right now, I just-- l just-- l wanna find some rockets.",35.26882859482967,0.7096774193548386,0.5333333333333333,0.7096774193548386,0.5890430418106919
Có lẽ tôi không nên đi làm cho mấy thằng đó nữa.,Maybe I shouldn't be working for these guys anymore.,Like that dick never came to work with a buzz on.,3.435488317233919,0.09523809523809525,0.0,0.09523809523809525,0.08403361344537816
"Thực tế thì, cô đã làm rồi.","In fact, you already have.","Actually, you already do.",26.269098944241588,0.4444444444444445,0.28571428571428575,0.4444444444444445,0.6147540983606558
Hắn bỏ mặc con bé.,He left her.,He abandoned her.,35.35533905932737,0.6666666666666666,0.0,0.6666666666666666,0.6388888888888888
Và tôi luôn nghĩ cậu cũng thế.,"And I always thought you were, too.",And I always thought you had it in you to do well.,29.951971001015085,0.5263157894736842,0.4705882352941177,0.5263157894736842,0.4464285714285715
Chúng ta sẽ tiếp tục thỏa thuận ngay bây giờ.,We'll continue to make a deal right now.,We are making this deal right now.,29.84745896009822,0.6250000000000001,0.28571428571428575,0.6250000000000001,0.6859756097560975
Hatter!,Hatter!,Hatter!,100.00000000000004,1.0,0.0,1.0,0.9375
911!,911!,911!,100.00000000000004,1.0,0.0,1.0,0.9375
"Anh đã giết hai người vì em, vì Carl và vì đứa bé.","I killed two people for you, for Carl and for the baby.","I killed two people myself because of you, and Carl and the baby.",29.155509199438775,0.7199999999999999,0.43478260869565216,0.7199999999999999,0.7205058516833988
- Okay.,- Okay.,- Okay.,100.00000000000004,1.0,0.0,1.0,0.9814814814814815
Hảo huynh đệ!,Good brother!,Good brother!,100.00000000000004,1.0,1.0,1.0,0.9814814814814815
- Có. Anh vừa gặp cậu ấy bên ngoài.,I just saw him outside.,"- Yeah, I ran into him outside.",19.692104496063724,0.5454545454545454,0.22222222222222224,0.5454545454545454,0.4310344827586207
Làm sao tôi lấy ra được với hai tay đưa lên?,How am I supposed to get it out with my hands up?,How can I show it to you with my hands up?,33.495318896976464,0.6956521739130435,0.28571428571428564,0.6086956521739131,0.6800326497296194
Một sIots có người rồi.,A sIots with men.,- One of the slots got filled.,5.862502026550899,0.0,0.0,0.0,0.06493506493506494
Tài khoản không có lấy một xu.,The account didn't take a penny.,The accounts are empty.,7.809849842300641,0.36363636363636365,0.2222222222222222,0.36363636363636365,0.48218029350104813
Tốt rồi.,That's good.,All right.,27.516060407455225,0.0,0.0,0.0,0.6048387096774195
Chỉ có một Charles Wynn chết gần đây trong năm nay và đó là tai nạn xe hơi.... không hề có aconitine trong máu.,There's only one Charles Wynn who died this year and it's a car accident... without aconicine in his blood.,The only Charles Wynn that died in the Tri-State Area this year did so in a car accident-- no trace of aconitine in his blood.,14.16098832980086,0.5106382978723405,0.2666666666666666,0.5106382978723405,0.46469724607376434
Không ai uống bia vì họ thấy khát.,No one drinks beer because they're thirsty.,No one drinks beer because they're thirsty.,100.00000000000004,1.0,1.0,1.0,0.9993141289437586
"- Ồ, chỉ đôi vai thôi mà.","- Oh, just the shoulders.",Only in the shoulders.,24.446151121745054,0.5,0.3333333333333333,0.5,0.5662393162393162
Có thể không chỉ là súng mà còn là chính mạng của anh.,"Maybe it's not just your gun, it's your life.",Could be more than them guns. Could be your life.,12.738482704124504,0.28571428571428564,0.10526315789473685,0.28571428571428564,0.3099173553719008
Xăm đẹp đấy.,That's a good one.,Nice tattoo.,10.682175159905853,0.0,0.0,0.0,0.15151515151515152
Tôi có thể tự nói.,I can tell you myself.,I can tell them myself.,37.99178428257963,0.8000000000000002,0.5,0.8000000000000002,0.8066666666666668
Nếu bạn có đôi cánh để bay cao và một ngôi sao để dẫn đường bạn sẽ tìm thấy một nơi mà 4 mùa nở rộ nối tiếp nhau,"If you have wings to fly high and a star to guide you, you'll find a place where the four seasons bloom together.","If you had wings to lift you and the Second Star your guide, you'd find a place where all the seasons flourish side by side.",13.762705425252328,0.6,0.24999999999999994,0.5599999999999999,0.5039705260013442
Bọn tôi còn phải nấu nướng đấy.,We have cooking to do.,We got work to do.,32.46679154750989,0.6,0.25,0.6,0.625
Rồi sau đó tin buồn đã đổ ập xuống thị trường Nhật,And then the bad news came down on Japan.,"Then there is another, slightly boring things on the Japanese market.",4.091092899898373,0.3,0.0,0.19999999999999998,0.15748031496062992
"- Khoan, khoan, ờ...","- Wait, wait, uh...","- Wait, wait...",43.167001068522524,0.8,0.6666666666666666,0.8,0.7153846153846154
Ngày mai sẽ là 1 chặng đường dài.,Tomorrow's going to be a long way.,Tomorrow's a long march.,13.134549472120788,0.6153846153846154,0.36363636363636365,0.6153846153846154,0.7079365079365081
- 4:00.,- 4:00.,- 4:00.,100.00000000000004,1.0,1.0,1.0,0.9814814814814815
Mọi quyết định mày đưa ra đều ảnh hưởng đến gia đình mày.,Every decision you make affects your family.,Every decision you make now affects your family.,61.019504321125766,0.9333333333333333,0.7692307692307692,0.9333333333333333,0.8918539325842695
Anh đã gây ra việc này.,You did this.,You did this.,100.00000000000004,1.0,1.0,1.0,0.9921875
Như ai ngồi lên món đồ chơi kêu chút chít?,Like who sat on a squeaky toy?,"Say, who sat on the squeaky toy?",30.509752160562897,0.7142857142857143,0.5,0.7142857142857143,0.66167290886392
Hãy nhớ nhưng chỗ này.,Remember this place.,Remember these places.,18.99589214128981,0.6666666666666666,0.0,0.6666666666666666,0.6388888888888888
Chương ba:,Chapter three:,Chapter three:,100.00000000000004,1.0,1.0,1.0,0.9814814814814815
"Michael, cháu yêu con gái của chú à?","Michael, do you love my daughter?","Michael, do you love my daughter?",100.00000000000004,1.0,1.0,1.0,0.9990234375
Nếu em muốn bắn anh cứ việc bắn.,"If you want to shoot me, shoot me.","So if you want to shoot me, go ahead.",48.61555413051454,0.7058823529411765,0.6666666666666666,0.7058823529411765,0.6880733944954129
"Chào cô bé, hôm nay cháu muốn đi đâu vậy?","Hey, girl, where do you want to go today?","Hello, young lady, where are we wanting to go today?",24.107473040766184,0.5263157894736842,0.35294117647058826,0.5263157894736842,0.6038032945736435
đây là 1 loại yêu thuật,This is some kind of magic.,This is some sort of sorcery.,27.77619034011791,0.6666666666666666,0.4000000000000001,0.6666666666666666,0.8412698412698414
Bond Air xuất phát.,Bond Air is off.,Bond Air is go.,42.7287006396234,0.75,0.6666666666666666,0.75,0.7500000000000001
Jimmy.,Jimmy.,Jimmy.,100.00000000000004,1.0,0.0,1.0,0.9375
Bố xuống đây.,I'm coming down.,Coming down.,31.947155212313625,0.6666666666666666,0.5,0.6666666666666666,0.920138888888889
"- Nín đi, Purdy!","- Shut up, Purdy!","Quiet, Purdy!",30.213753973567677,0.4,0.0,0.4,0.701058201058201
"Tôi chỉ biết là, anh ta luôn khen ngợi mọi việc người khác làm.","All I know is, he always compliments people for what they do.","I mean, all he does is say yes to everything everybody else is doing.",3.681239801353981,0.3846153846153846,0.0,0.23076923076923075,0.3035391371738569
"Thề trung thành với Queen Daenerys, giúp Người đánh bại chị gái tôi, và cùng nhau, quân đội của chúng ta sẽ bảo Phương Bắc.","Swear allegiance to Queen Daenerys, help you defeat my sister, and together, our armies will tell the North.","Swear your allegiance to Queen Daenerys, help her to defeat my sister, and together, our armies will protect the North.",63.70677537207918,0.8421052631578948,0.6666666666666667,0.8421052631578948,0.8289915966386556
Tôi phát bệnh với nó mất.,I'm gonna get sick of it.,"I'm getting sick of it, man.",24.0785655451027,0.8571428571428571,0.6666666666666666,0.8571428571428571,0.7471655328798186
Huh.,Huh.,Huh.,100.00000000000004,1.0,0.0,1.0,0.9375
Thôi được.,All right.,- Okay.,27.516060407455225,0.0,0.0,0.0,0.16666666666666666
Anh đã ở đây.,You were here.,I was here.,31.947155212313625,0.3333333333333333,0.0,0.3333333333333333,0.46875
"Được rồi, tôi sẽ giúp cô đến nhà bạn cô, nhưng tôi muốn chiếc xe đó.","Okay, I'll help you get to your friend's house, but I want that car.","All right, I'm gonna help you get to your friend's, but I want that car.",60.53011982655684,0.787878787878788,0.6451612903225806,0.787878787878788,0.7666954627403846
Lũ nhóc trường Đại Học Brunson.,Brunson University kids.,Brunson University frat guys.,27.534765745159184,0.5714285714285715,0.4,0.5714285714285715,0.5215419501133786
Tôi sẽ không phóng những con tàu đó.,I'm not going to launch those ships.,I'm not gonna launch those ships.,41.11336169005198,0.7999999999999999,0.6153846153846153,0.7999999999999999,0.7687074829931974
Cháu đụng vô được không?,Can I touch it?,Can I touch it?,100.00000000000004,1.0,1.0,1.0,0.996
Không phải lỗi của chú ấy.,It's not his fault.,It isn't his fault.,39.76353643835254,0.6,0.25,0.6,0.625
"Đi nào, hãy dồn hắn ra.","Come on, let's get him out.","Come on, let's flush him out!",41.11336169005198,0.8571428571428571,0.6666666666666666,0.8571428571428571,0.7687074829931974
Vượt mặt gã khốn bạch kim đi.,Get rid of that white bastard.,Outwit the platinum bastard.,13.134549472120794,0.2,0.0,0.2,0.3605769230769231
Người bên Lancaster chắc chắn sẽ rất thích.,They're definitely gonna love it.,The guy from the Lancaster is going to love this.,4.194930905450255,0.125,0.0,0.125,0.09345794392523364
Tôi chẳng còn đồng nào trong người.,I don't have any money left in me.,I don't have any money on me.,51.33450480401705,0.823529411764706,0.6666666666666666,0.823529411764706,0.8722527472527472
Cậu ấy mang lời đi từ dân tộc mà từng sống theo cách đấy.,He took his word from the people who used to live that way.,"They stole many more men. And now they are moving to the great birds, fast.",2.8085997490043626,0.14285714285714288,0.0,0.07142857142857144,0.08522727272727273
Nghe giống như một que kem.,Sounds like an ice cream stick.,It sounds like an ice cream.,43.47208719449914,0.8333333333333334,0.8000000000000002,0.8333333333333334,0.8412698412698414
